time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,windspeed_10m_max,windgusts_10m_max,weathercode,timezone,city,lat,lng,country,population,population_proper,temperature_category,precipitation_category,wind_speed_category,is_rainy,risk_score
2026-09-17,32.4,16.4,0.0,3,13.7,25.9,3,GMT+1,Al Fqih Ben Çalah,32.507,-6.6886,Morocco,97380,97380,Hot,No Rain,Breeze,False,20
2026-09-18,33.7,17.0,0.0,10,11.2,22.7,2,GMT+1,Al Fqih Ben Çalah,32.507,-6.6886,Morocco,97380,97380,Hot,No Rain,Breeze,False,20
2026-09-19,37.7,19.9,0.0,5,11.1,22.3,3,GMT+1,Al Fqih Ben Çalah,32.507,-6.6886,Morocco,97380,97380,Very Hot,No Rain,Breeze,False,20
2026-09-20,40.1,24.2,0.3,1,11.0,19.4,3,GMT+1,Al Fqih Ben Çalah,32.507,-6.6886,Morocco,97380,97380,Very Hot,Light Rain,Breeze,True,20
2026-09-21,38.2,22.0,1.2,3,13.7,24.5,80,GMT+1,Al Fqih Ben Çalah,32.507,-6.6886,Morocco,97380,97380,Very Hot,Light Rain,Breeze,True,20
2026-09-15,33.3,21.0,0.0,0,17.0,33.1,2,GMT+1,Ad Darwa,33.4167,-7.5333,Morocco,96619,96619,Hot,No Rain,Breeze,False,20
2026-09-16,27.7,19.4,0.0,0,17.2,33.8,45,GMT+1,Ad Darwa,33.4167,-7.5333,Morocco,96619,96619,Warm,No Rain,Breeze,False,10
2026-09-17,27.4,18.8,0.0,0,16.3,31.7,3,GMT+1,Ad Darwa,33.4167,-7.5333,Morocco,96619,96619,Warm,No Rain,Breeze,False,10
2026-09-18,28.6,17.0,0.0,3,17.4,33.8,3,GMT+1,Ad Darwa,33.4167,-7.5333,Morocco,96619,96619,Warm,No Rain,Breeze,False,10
2026-09-19,31.0,18.0,0.0,0,15.1,29.9,45,GMT+1,Ad Darwa,33.4167,-7.5333,Morocco,96619,96619,Hot,No Rain,Breeze,False,20
2026-09-20,36.3,21.3,0.0,0,18.4,35.3,2,GMT+1,Ad Darwa,33.4167,-7.5333,Morocco,96619,96619,Very Hot,No Rain,Breeze,False,20
2026-09-21,33.7,20.5,0.0,0,19.0,35.6,2,GMT+1,Ad Darwa,33.4167,-7.5333,Morocco,96619,96619,Hot,No Rain,Breeze,False,20
2026-09-15,26.7,21.7,0.0,0,10.0,24.5,2,GMT+1,Martil,35.61,-5.27,Morocco,95896,95896,Warm,No Rain,Calm,False,10
2026-09-16,32.7,21.2,0.0,0,29.0,65.5,1,GMT+1,Martil,35.61,-5.27,Morocco,95896,95896,Hot,No Rain,Windy,False,20
2026-09-17,25.5,17.0,0.0,0,14.7,33.1,3,GMT+1,Martil,35.61,-5.27,Morocco,95896,95896,Warm,No Rain,Breeze,False,10
2026-09-18,25.0,20.7,0.0,5,16.3,36.0,3,GMT+1,Martil,35.61,-5.27,Morocco,95896,95896,Warm,No Rain,Breeze,False,10
2026-09-19,24.8,22.1,1.2,29,26.0,57.6,2,GMT+1,Martil,35.61,-5.27,Morocco,95896,95896,Warm,Light Rain,Windy,True,10
2026-09-20,24.5,22.6,0.15,17,38.8,68.0,80,GMT+1,Martil,35.61,-5.27,Morocco,95896,95896,Warm,Light Rain,Strong Wind,True,30
2026-09-21,24.7,22.3,0.0,0,34.7,63.0,3,GMT+1,Martil,35.61,-5.27,Morocco,95896,95896,Warm,No Rain,Strong Wind,False,30
2026-09-15,34.9,21.0,0.0,0,18.6,39.2,0,GMT+1,Sidi Slimane,34.26,-5.93,Morocco,95114,95114,Hot,No Rain,Breeze,False,20
2026-09-16,31.1,20.3,0.0,0,20.5,43.6,2,GMT+1,Sidi Slimane,34.26,-5.93,Morocco,95114,95114,Hot,No Rain,Windy,False,20
2026-09-17,30.1,18.9,0.0,0,15.5,33.1,3,GMT+1,Sidi Slimane,34.26,-5.93,Morocco,95114,95114,Hot,No Rain,Breeze,False,20
2026-09-18,32.4,15.8,0.0,10,15.0,37.1,45,GMT+1,Sidi Slimane,34.26,-5.93,Morocco,95114,95114,Hot,No Rain,Breeze,False,20
2026-09-19,37.0,18.7,0.0,0,16.2,36.0,1,GMT+1,Sidi Slimane,34.26,-5.93,Morocco,95114,95114,Very Hot,No Rain,Breeze,False,20
2026-09-20,37.9,23.3,0.0,0,24.2,46.1,0,GMT+1,Sidi Slimane,34.26,-5.93,Morocco,95114,95114,Very Hot,No Rain,Windy,False,20
2026-09-21,36.9,23.3,0.0,0,19.9,36.7,1,GMT+1,Sidi Slimane,34.26,-5.93,Morocco,95114,95114,Very Hot,No Rain,Breeze,False,20
2026-09-15,35.3,22.9,0.0,0,22.3,45.0,3,GMT+1,Oued Zem,32.8619,-6.5711,Morocco,93776,93776,Very Hot,No Rain,Windy,False,20
2026-09-16,31.7,18.1,0.0,0,17.1,34.9,1,GMT+1,Oued Zem,32.8619,-6.5711,Morocco,93776,93776,Hot,No Rain,Breeze,False,20
2026-09-17,30.4,15.7,0.0,3,19.5,38.9,2,GMT+1,Oued Zem,32.8619,-6.5711,Morocco,93776,93776,Hot,No Rain,Breeze,False,20
2026-09-18,30.3,16.3,0.0,10,16.1,34.9,2,GMT+1,Oued Zem,32.8619,-6.5711,Morocco,93776,93776,Hot,No Rain,Breeze,False,20
2026-09-19,34.5,17.8,0.0,6,13.0,29.9,3,GMT+1,Oued Zem,32.8619,-6.5711,Morocco,93776,93776,Hot,No Rain,Breeze,False,20
2026-09-20,36.2,23.6,0.0,3,19.7,37.4,2,GMT+1,Oued Zem,32.8619,-6.5711,Morocco,93776,93776,Very Hot,No Rain,Breeze,False,20
2026-09-21,35.1,22.2,0.0,5,20.0,38.9,2,GMT+1,Oued Zem,32.8619,-6.5711,Morocco,93776,93776,Very Hot,No Rain,Breeze,False,20
2026-09-15,32.4,23.6,0.0,0,17.6,38.5,2,GMT+1,Sefrou,33.83,-4.83,Morocco,86903,86903,Hot,No Rain,Breeze,False,20
2026-09-16,29.1,19.2,0.0,0,17.6,38.9,2,GMT+1,Sefrou,33.83,-4.83,Morocco,86903,86903,Warm,No Rain,Breeze,False,10
2026-09-17,26.5,17.5,0.0,10,16.3,35.6,3,GMT+1,Sefrou,33.83,-4.83,Morocco,86903,86903,Warm,No Rain,Breeze,False,10
2026-09-18,27.6,17.2,0.0,13,15.0,32.8,3,GMT+1,Sefrou,33.83,-4.83,Morocco,86903,86903,Warm,No Rain,Breeze,False,10
2026-09-19,30.5,19.5,0.0,3,19.2,41.4,1,GMT+1,Sefrou,33.83,-4.83,Morocco,86903,86903,Hot,No Rain,Breeze,False,20
2026-09-20,31.5,19.0,0.0,8,20.7,39.6,2,GMT+1,Sefrou,33.83,-4.83,Morocco,86903,86903,Hot,No Rain,Windy,False,20
2026-09-21,31.2,16.5,0.0,14,14.8,29.2,0,GMT+1,Sefrou,33.83,-4.83,Morocco,86903,86903,Hot,No Rain,Breeze,False,20
2026-09-15,41.1,27.7,0.0,10,25.8,50.0,3,GMT+1,Taroudannt,30.4711,-8.8778,Morocco,83496,83496,Very Hot,No Rain,Windy,False,20
2026-09-16,37.1,24.2,0.0,0,22.4,45.4,2,GMT+1,Taroudannt,30.4711,-8.8778,Morocco,83496,83496,Very Hot,No Rain,Windy,False,20
2026-09-17,30.6,19.4,0.0,0,25.8,51.1,3,GMT+1,Taroudannt,30.4711,-8.8778,Morocco,83496,83496,Hot,No Rain,Windy,False,20
2026-09-18,31.5,18.9,0.0,5,20.8,43.2,3,GMT+1,Taroudannt,30.4711,-8.8778,Morocco,83496,83496,Hot,No Rain,Windy,False,20
2026-09-19,35.2,21.8,0.0,3,23.3,47.9,2,GMT+1,Taroudannt,30.4711,-8.8778,Morocco,83496,83496,Very Hot,No Rain,Windy,False,20
2026-09-20,31.3,22.9,0.0,2,25.6,46.4,2,GMT+1,Taroudannt,30.4711,-8.8778,Morocco,83496,83496,Hot,No Rain,Windy,False,20
2026-09-21,36.7,20.7,0.0,0,24.8,47.5,1,GMT+1,Taroudannt,30.4711,-8.8778,Morocco,83496,83496,Very Hot,No Rain,Windy,False,20
2026-09-15,27.9,22.7,0.0,3,27.2,51.1,3,GMT+1,Essaouira,31.513,-9.7687,Morocco,82962,82962,Warm,No Rain,Windy,False,10
2026-09-16,25.9,20.2,0.0,0,37.0,68.4,1,GMT+1,Essaouira,31.513,-9.7687,Morocco,82962,82962,Warm,No Rain,Strong Wind,False,30
2026-09-17,24.3,19.2,0.0,0,29.2,53.6,2,GMT+1,Essaouira,31.513,-9.7687,Morocco,82962,82962,Warm,No Rain,Windy,False,10
2026-09-18,24.7,19.1,0.0,0,29.2,53.3,1,GMT+1,Essaouira,31.513,-9.7687,Morocco,82962,82962,Warm,No Rain,Windy,False,10
2026-09-19,25.0,18.8,0.0,0,24.8,45.0,2,GMT+1,Essaouira,31.513,-9.7687,Morocco,82962,82962,Warm,No Rain,Windy,False,10
2026-09-20,27.2,19.8,0.0,0,16.1,30.2,2,GMT+1,Essaouira,31.513,-9.7687,Morocco,82962,82962,Warm,No Rain,Breeze,False,10
2026-09-21,27.4,19.4,0.0,0,11.5,22.0,45,GMT+1,Essaouira,31.513,-9.7687,Morocco,82962,82962,Warm,No Rain,Breeze,False,10
2026-09-15,29.7,17.6,0.0,0,19.8,42.5,2,GMT+1,Azrou,33.4344,-5.2213,Morocco,81350,81350,Warm,No Rain,Breeze,False,10
2026-09-16,26.1,14.2,0.0,0,16.2,40.7,1,GMT+1,Azrou,33.4344,-5.2213,Morocco,81350,81350,Warm,No Rain,Breeze,False,10
2026-09-17,25.9,15.1,0.0,23,17.2,37.4,3,GMT+1,Azrou,33.4344,-5.2213,Morocco,81350,81350,Warm,No Rain,Breeze,False,10
2026-09-18,25.4,14.2,0.0,33,12.7,29.9,3,GMT+1,Azrou,33.4344,-5.2213,Morocco,81350,81350,Warm,No Rain,Breeze,False,10
2026-09-19,28.4,16.7,0.0,10,13.4,33.8,3,GMT+1,Azrou,33.4344,-5.2213,Morocco,81350,81350,Warm,No Rain,Breeze,False,10
2026-09-20,29.5,19.7,0.0,9,23.4,54.4,3,GMT+1,Azrou,33.4344,-5.2213,Morocco,81350,81350,Warm,No Rain,Windy,False,10
2026-09-21,29.0,19.6,0.0,10,25.6,61.9,1,GMT+1,Azrou,33.4344,-5.2213,Morocco,81350,81350,Warm,No Rain,Windy,False,10
2026-09-15,33.5,18.9,0.0,0,23.7,43.6,3,GMT+1,Guercif,34.23,-3.36,Morocco,80703,80703,Hot,No Rain,Windy,False,20
2026-09-16,34.5,19.3,0.0,3,25.7,45.7,1,GMT+1,Guercif,34.23,-3.36,Morocco,80703,80703,Hot,No Rain,Windy,False,20
2026-09-17,30.5,20.1,0.0,9,27.7,52.2,3,GMT+1,Guercif,34.23,-3.36,Morocco,80703,80703,Hot,No Rain,Windy,False,20
2026-09-18,29.9,20.0,0.0,10,28.0,50.8,3,GMT+1,Guercif,34.23,-3.36,Morocco,80703,80703,Warm,No Rain,Windy,False,10
2026-09-19,30.2,20.0,0.0,13,33.2,67.3,3,GMT+1,Guercif,34.23,-3.36,Morocco,80703,80703,Hot,No Rain,Strong Wind,False,40
2026-09-20,29.4,20.7,0.0,5,32.2,56.5,3,GMT+1,Guercif,34.23,-3.36,Morocco,80703,80703,Warm,No Rain,Strong Wind,False,30
2026-09-21,29.5,20.6,0.0,3,31.0,52.2,3,GMT+1,Guercif,34.23,-3.36,Morocco,80703,80703,Warm,No Rain,Strong Wind,False,30
2026-09-15,32.2,21.9,0.0,8,21.4,40.0,3,GMT+1,Warzat,30.9167,-6.9167,Morocco,79218,79218,Hot,No Rain,Windy,False,20
2026-09-16,33.3,18.0,0.0,3,23.1,40.3,1,GMT+1,Warzat,30.9167,-6.9167,Morocco,79218,79218,Hot,No Rain,Windy,False,20
2026-09-17,32.1,19.2,0.6,25,14.0,26.6,80,GMT+1,Warzat,30.9167,-6.9167,Morocco,79218,79218,Hot,Light Rain,Breeze,True,20
2026-09-18,31.8,18.6,0.0,23,18.4,34.2,2,GMT+1,Warzat,30.9167,-6.9167,Morocco,79218,79218,Hot,No Rain,Breeze,False,20
2026-09-19,32.4,20.5,0.0,18,8.3,17.3,2,GMT+1,Warzat,30.9167,-6.9167,Morocco,79218,79218,Hot,No Rain,Calm,False,20
2026-09-20,33.8,22.9,0.0,9,25.0,46.4,3,GMT+1,Warzat,30.9167,-6.9167,Morocco,79218,79218,Hot,No Rain,Windy,False,20
2026-09-21,31.4,20.5,0.6,5,17.7,34.6,80,GMT+1,Warzat,30.9167,-6.9167,Morocco,79218,79218,Hot,Light Rain,Breeze,True,20
2026-09-15,27.6,21.3,0.0,0,11.3,22.3,2,GMT+1,Fnidq,35.8414,-5.3587,Morocco,77250,77250,Warm,No Rain,Breeze,False,10
2026-09-16,30.0,21.3,0.0,0,31.8,60.5,1,GMT+1,Fnidq,35.8414,-5.3587,Morocco,77250,77250,Warm,No Rain,Strong Wind,False,30
2026-09-17,26.6,18.0,0.0,0,14.0,28.1,3,GMT+1,Fnidq,35.8414,-5.3587,Morocco,77250,77250,Warm,No Rain,Breeze,False,10
2026-09-18,24.7,20.7,0.0,5,16.7,32.8,3,GMT+1,Fnidq,35.8414,-5.3587,Morocco,77250,77250,Warm,No Rain,Breeze,False,10
2026-09-19,24.7,22.0,1.2,29,28.6,54.4,80,GMT+1,Fnidq,35.8414,-5.3587,Morocco,77250,77250,Warm,Light Rain,Windy,True,10
2026-09-20,24.4,22.5,0.6,17,38.8,68.0,80,GMT+1,Fnidq,35.8414,-5.3587,Morocco,77250,77250,Warm,Light Rain,Strong Wind,True,30
2026-09-21,24.6,22.3,0.0,0,34.7,63.0,3,GMT+1,Fnidq,35.8414,-5.3587,Morocco,77250,77250,Warm,No Rain,Strong Wind,False,30
2026-09-15,37.0,23.4,0.0,0,19.7,37.8,0,GMT+1,Tan-Tan,28.4333,-11.1,Morocco,76134,76134,Very Hot,No Rain,Breeze,False,20
2026-09-16,31.0,20.6,0.0,0,24.6,45.7,0,GMT+1,Tan-Tan,28.4333,-11.1,Morocco,76134,76134,Hot,No Rain,Windy,False,20
2026-09-17,25.9,20.3,0.2,0,32.1,56.5,51,GMT+1,Tan-Tan,28.4333,-11.1,Morocco,76134,76134,Warm,Light Rain,Strong Wind,True,30
2026-09-18,25.7,19.5,0.0,0,26.3,47.9,1,GMT+1,Tan-Tan,28.4333,-11.1,Morocco,76134,76134,Warm,No Rain,Windy,False,10
2026-09-19,26.1,19.6,0.0,0,19.6,38.9,3,GMT+1,Tan-Tan,28.4333,-11.1,Morocco,76134,76134,Warm,No Rain,Breeze,False,10
2026-09-20,30.3,17.8,0.0,2,16.2,33.8,3,GMT+1,Tan-Tan,28.4333,-11.1,Morocco,76134,76134,Hot,No Rain,Breeze,False,20
2026-09-21,33.4,17.7,0.0,4,20.1,43.9,1,GMT+1,Tan-Tan,28.4333,-11.1,Morocco,76134,76134,Hot,No Rain,Windy,False,20
2026-09-15,34.8,21.8,0.0,0,19.7,40.7,0,GMT+1,Sidi Qacem,34.21,-5.7,Morocco,75037,75037,Hot,No Rain,Breeze,False,20
2026-09-16,31.5,20.6,0.0,0,19.6,41.8,2,GMT+1,Sidi Qacem,34.21,-5.7,Morocco,75037,75037,Hot,No Rain,Breeze,False,20
2026-09-17,30.1,18.5,0.0,0,14.5,31.3,3,GMT+1,Sidi Qacem,34.21,-5.7,Morocco,75037,75037,Hot,No Rain,Breeze,False,20
2026-09-18,32.3,17.2,0.0,8,16.8,36.0,3,GMT+1,Sidi Qacem,34.21,-5.7,Morocco,75037,75037,Hot,No Rain,Breeze,False,20
2026-09-19,36.2,19.9,0.0,3,19.8,41.4,1,GMT+1,Sidi Qacem,34.21,-5.7,Morocco,75037,75037,Very Hot,No Rain,Breeze,False,20
2026-09-20,37.0,24.5,0.0,0,22.5,46.8,1,GMT+1,Sidi Qacem,34.21,-5.7,Morocco,75037,75037,Very Hot,No Rain,Windy,False,20
2026-09-21,36.3,24.1,0.0,0,17.2,36.4,1,GMT+1,Sidi Qacem,34.21,-5.7,Morocco,75037,75037,Very Hot,No Rain,Breeze,False,20
2026-09-15,26.6,21.5,0.0,0,10.0,24.5,2,GMT+1,M’diq,35.68,-5.32,Morocco,67599,67599,Warm,No Rain,Calm,False,10
2026-09-16,32.6,21.1,0.0,0,29.0,65.5,1,GMT+1,M’diq,35.68,-5.32,Morocco,67599,67599,Hot,No Rain,Windy,False,20
2026-09-17,25.3,16.9,0.0,0,14.7,33.1,3,GMT+1,M’diq,35.68,-5.32,Morocco,67599,67599,Warm,No Rain,Breeze,False,10
2026-09-18,24.8,20.5,0.0,5,16.3,36.0,3,GMT+1,M’diq,35.68,-5.32,Morocco,67599,67599,Warm,No Rain,Breeze,False,10
2026-09-19,24.6,21.9,1.2,8,26.0,57.6,2,GMT+1,M’diq,35.68,-5.32,Morocco,67599,67599,Warm,Light Rain,Windy,True,10
2026-09-20,25.6,22.4,0.15,0,40.4,84.2,80,GMT+1,M’diq,35.68,-5.32,Morocco,67599,67599,Warm,Light Rain,Gale,True,10
2026-09-21,25.7,22.1,0.0,0,36.8,76.3,2,GMT+1,M’diq,35.68,-5.32,Morocco,67599,67599,Warm,No Rain,Strong Wind,False,30
2026-09-15,37.4,24.6,0.0,3,24.1,49.7,3,GMT+1,Youssoufia,32.25,-8.53,Morocco,65669,65669,Very Hot,No Rain,Windy,False,20
2026-09-16,31.4,19.7,0.0,0,20.6,41.8,1,GMT+1,Youssoufia,32.25,-8.53,Morocco,65669,65669,Hot,No Rain,Windy,False,20
2026-09-17,28.7,17.1,0.0,0,18.2,38.2,3,GMT+1,Youssoufia,32.25,-8.53,Morocco,65669,65669,Warm,No Rain,Breeze,False,10
2026-09-18,30.9,16.9,0.0,3,18.2,37.4,45,GMT+1,Youssoufia,32.25,-8.53,Morocco,65669,65669,Hot,No Rain,Breeze,False,20
2026-09-19,34.4,16.6,0.0,3,15.5,32.4,45,GMT+1,Youssoufia,32.25,-8.53,Morocco,65669,65669,Hot,No Rain,Breeze,False,20
2026-09-20,39.0,22.9,0.0,0,19.1,48.2,2,GMT+1,Youssoufia,32.25,-8.53,Morocco,65669,65669,Very Hot,No Rain,Breeze,False,20
2026-09-21,32.6,21.6,0.0,0,19.6,36.0,2,GMT+1,Youssoufia,32.25,-8.53,Morocco,65669,65669,Hot,No Rain,Breeze,False,20
2026-09-15,30.0,18.2,0.0,8,23.4,41.8,3,GMT+1,Midalt,32.68,-4.74,Morocco,62648,62648,Warm,No Rain,Windy,False,10
2026-09-16,27.0,17.0,0.0,0,21.4,38.5,2,GMT+1,Midalt,32.68,-4.74,Morocco,62648,62648,Warm,No Rain,Windy,False,10
2026-09-17,26.9,14.4,1.3,38,16.1,31.7,80,GMT+1,Midalt,32.68,-4.74,Morocco,62648,62648,Warm,Light Rain,Breeze,True,10
2026-09-18,26.6,13.6,0.0,18,22.1,35.6,3,GMT+1,Midalt,32.68,-4.74,Morocco,62648,62648,Warm,No Rain,Windy,False,10
2026-09-19,25.8,14.3,0.0,14,26.3,43.9,3,GMT+1,Midalt,32.68,-4.74,Morocco,62648,62648,Warm,No Rain,Windy,False,10
2026-09-20,29.0,15.5,0.6,9,16.8,29.2,3,GMT+1,Midalt,32.68,-4.74,Morocco,62648,62648,Warm,Light Rain,Breeze,True,10
2026-09-21,29.5,16.9,0.0,14,27.2,47.5,3,GMT+1,Midalt,32.68,-4.74,Morocco,62648,62648,Warm,No Rain,Windy,False,10
2026-09-15,29.2,21.7,0.0,0,12.1,32.0,45,GMT+1,Aïn Harrouda,33.6372,-7.4483,Morocco,60804,60804,Warm,No Rain,Breeze,False,10
2026-09-16,26.4,20.6,0.0,0,15.2,37.4,45,GMT+1,Aïn Harrouda,33.6372,-7.4483,Morocco,60804,60804,Warm,No Rain,Breeze,False,10
2026-09-17,26.3,19.7,0.0,0,13.2,33.8,3,GMT+1,Aïn Harrouda,33.6372,-7.4483,Morocco,60804,60804,Warm,No Rain,Breeze,False,10
2026-09-18,26.9,17.6,0.0,3,14.6,37.1,3,GMT+1,Aïn Harrouda,33.6372,-7.4483,Morocco,60804,60804,Warm,No Rain,Breeze,False,10
2026-09-19,27.8,18.4,0.0,0,12.6,33.5,45,GMT+1,Aïn Harrouda,33.6372,-7.4483,Morocco,60804,60804,Warm,No Rain,Breeze,False,10
2026-09-20,30.4,20.4,0.0,0,11.5,27.4,2,GMT+1,Aïn Harrouda,33.6372,-7.4483,Morocco,60804,60804,Hot,No Rain,Breeze,False,20
2026-09-21,30.3,20.6,0.0,0,13.8,33.8,2,GMT+1,Aïn Harrouda,33.6372,-7.4483,Morocco,60804,60804,Hot,No Rain,Breeze,False,20
2026-09-15,39.7,24.6,0.0,3,17.7,32.8,3,GMT+1,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,60293,60293,Very Hot,No Rain,Breeze,False,20
2026-09-16,35.4,20.4,0.0,0,15.3,26.6,1,GMT+1,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,60293,60293,Very Hot,No Rain,Breeze,False,20
2026-09-17,32.2,17.7,0.0,5,13.8,24.8,3,GMT+1,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,60293,60293,Hot,No Rain,Breeze,False,20
2026-09-18,33.8,18.3,0.0,5,8.6,17.6,1,GMT+1,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,60293,60293,Hot,No Rain,Calm,False,20
2026-09-19,38.2,20.2,0.0,2,10.5,19.8,3,GMT+1,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,60293,60293,Very Hot,No Rain,Breeze,False,20
2026-09-20,40.2,24.2,0.3,3,10.7,20.2,2,GMT+1,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,60293,60293,Very Hot,Light Rain,Breeze,True,20
2026-09-21,38.6,23.8,0.6,3,16.6,29.2,80,GMT+1,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,60293,60293,Very Hot,Light Rain,Breeze,True,20
2026-09-15,27.6,21.0,0.0,0,12.5,28.1,45,GMT+1,Mehdya,34.2557,-6.6745,Morocco,58558,58558,Warm,No Rain,Breeze,False,10
2026-09-16,26.5,21.0,0.0,0,16.3,36.4,3,GMT+1,Mehdya,34.2557,-6.6745,Morocco,58558,58558,Warm,No Rain,Breeze,False,10
2026-09-17,26.3,19.3,0.0,0,12.1,28.1,3,GMT+1,Mehdya,34.2557,-6.6745,Morocco,58558,58558,Warm,No Rain,Breeze,False,10
2026-09-18,26.9,17.6,0.0,5,13.3,29.9,45,GMT+1,Mehdya,34.2557,-6.6745,Morocco,58558,58558,Warm,No Rain,Breeze,False,10
2026-09-19,32.0,17.7,0.0,0,16.1,35.3,45,GMT+1,Mehdya,34.2557,-6.6745,Morocco,58558,58558,Hot,No Rain,Breeze,False,20
2026-09-20,36.7,22.5,0.0,0,17.3,40.3,1,GMT+1,Mehdya,34.2557,-6.6745,Morocco,58558,58558,Very Hot,No Rain,Breeze,False,20
2026-09-21,33.1,22.1,0.0,0,14.3,33.1,0,GMT+1,Mehdya,34.2557,-6.6745,Morocco,58558,58558,Hot,No Rain,Breeze,False,20
2026-09-15,35.3,19.8,0.0,0,21.7,44.6,1,GMT+1,Ouezzane,34.8,-5.6,Morocco,57737,57737,Very Hot,No Rain,Windy,False,20
2026-09-16,30.4,17.3,0.0,0,17.6,34.6,3,GMT+1,Ouezzane,34.8,-5.6,Morocco,57737,57737,Hot,No Rain,Breeze,False,20
2026-09-17,29.8,16.6,0.0,1,21.4,41.8,3,GMT+1,Ouezzane,34.8,-5.6,Morocco,57737,57737,Warm,No Rain,Windy,False,10
2026-09-18,31.6,15.6,0.0,8,14.0,32.8,3,GMT+1,Ouezzane,34.8,-5.6,Morocco,57737,57737,Hot,No Rain,Breeze,False,20
2026-09-19,36.1,17.5,0.0,5,16.6,29.5,1,GMT+1,Ouezzane,34.8,-5.6,Morocco,57737,57737,Very Hot,No Rain,Breeze,False,20
2026-09-20,36.7,20.8,0.0,3,20.2,39.6,0,GMT+1,Ouezzane,34.8,-5.6,Morocco,57737,57737,Very Hot,No Rain,Windy,False,20
2026-09-21,35.8,21.4,0.0,3,16.4,33.1,2,GMT+1,Ouezzane,34.8,-5.6,Morocco,57737,57737,Very Hot,No Rain,Breeze,False,20
2026-09-15,40.9,26.8,0.0,1,31.5,50.4,0,GMT+1,Semara,26.7394,-11.6703,Morocco,57035,57035,Very Hot,No Rain,Strong Wind,False,40
2026-09-16,39.4,25.2,0.0,0,32.0,55.1,0,GMT+1,Semara,26.7394,-11.6703,Morocco,57035,57035,Very Hot,No Rain,Strong Wind,False,40
2026-09-17,31.0,20.3,0.0,0,29.3,50.4,3,GMT+1,Semara,26.7394,-11.6703,Morocco,57035,57035,Hot,No Rain,Windy,False,20
2026-09-18,30.2,19.3,0.0,0,25.9,46.1,3,GMT+1,Semara,26.7394,-11.6703,Morocco,57035,57035,Hot,No Rain,Windy,False,20
2026-09-19,32.5,18.4,0.0,0,20.8,37.4,3,GMT+1,Semara,26.7394,-11.6703,Morocco,57035,57035,Hot,No Rain,Windy,False,20
2026-09-20,37.5,18.1,0.0,2,24.0,38.9,1,GMT+1,Semara,26.7394,-11.6703,Morocco,57035,57035,Very Hot,No Rain,Windy,False,20
2026-09-21,41.3,22.6,0.0,25,16.9,44.6,3,GMT+1,Semara,26.7394,-11.6703,Morocco,57035,57035,Very Hot,No Rain,Breeze,False,20
2026-09-15,35.4,24.7,0.0,3,17.0,31.3,3,GMT+1,Ait Ourir,31.5644,-7.6628,Morocco,56954,56954,Very Hot,No Rain,Breeze,False,20
2026-09-16,32.7,19.9,0.0,0,14.9,28.1,1,GMT+1,Ait Ourir,31.5644,-7.6628,Morocco,56954,56954,Hot,No Rain,Breeze,False,20
2026-09-17,28.9,17.7,0.0,8,10.0,20.2,3,GMT+1,Ait Ourir,31.5644,-7.6628,Morocco,56954,56954,Warm,No Rain,Calm,False,10
2026-09-18,30.3,17.5,0.0,10,10.2,21.6,1,GMT+1,Ait Ourir,31.5644,-7.6628,Morocco,56954,56954,Hot,No Rain,Breeze,False,20
2026-09-19,34.8,19.2,0.0,10,12.2,24.5,2,GMT+1,Ait Ourir,31.5644,-7.6628,Morocco,56954,56954,Hot,No Rain,Breeze,False,20
2026-09-20,37.0,22.7,0.3,4,10.2,19.8,3,GMT+1,Ait Ourir,31.5644,-7.6628,Morocco,56954,56954,Very Hot,Light Rain,Breeze,True,20
2026-09-21,33.9,21.8,1.8,5,9.9,28.8,80,GMT+1,Ait Ourir,31.5644,-7.6628,Morocco,56954,56954,Hot,Light Rain,Calm,True,20
2026-09-15,34.2,23.6,0.0,0,16.9,32.8,2,GMT+1,Oulad Tayeb,33.9598,-4.9954,Morocco,56352,56352,Hot,No Rain,Breeze,False,20
2026-09-16,30.9,21.0,0.0,0,16.7,31.7,1,GMT+1,Oulad Tayeb,33.9598,-4.9954,Morocco,56352,56352,Hot,No Rain,Breeze,False,20
2026-09-17,29.2,18.4,0.0,5,13.3,26.3,45,GMT+1,Oulad Tayeb,33.9598,-4.9954,Morocco,56352,56352,Warm,No Rain,Breeze,False,10
2026-09-18,30.7,18.4,0.0,5,10.9,23.4,3,GMT+1,Oulad Tayeb,33.9598,-4.9954,Morocco,56352,56352,Hot,No Rain,Breeze,False,20
2026-09-19,33.4,19.7,0.0,0,17.7,37.1,1,GMT+1,Oulad Tayeb,33.9598,-4.9954,Morocco,56352,56352,Hot,No Rain,Breeze,False,20
2026-09-20,33.2,21.0,0.0,0,20.0,48.6,1,GMT+1,Oulad Tayeb,33.9598,-4.9954,Morocco,56352,56352,Hot,No Rain,Breeze,False,20
